stringtime,epochtime,datetime,Toffice_wall,Tcorridor,Theater,Toffice_reference,office_CO2_concentration,corridor_CO2_concentration,zetaW7,zetaW9,window_opening,door_opening,power_block_east,power_block_west,power_stephane,power_khadija,power_audrey,power_stagiaire,humidity,Tyanis,occupancy,detected_motions,Tout,humidity_outdoor,nebulosity,illuminance_old,illuminance_new,dT_heat,power_heater,heating_level,total_electric_power,phi_sun,total_power,calculation$total_power_nosun,actual_occupation,acoustic_pressure_dB
15/02/2015 10:00:00,1423990800000,2015-02-15 10:00:00,18.088095722222228,18.332575866666662,21.809457305555554,17.001997555555555,449.12163888888887,390.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,37.00623,18.332575866666662,0,0,4.86,86.0,87.0,47.95312739999999,27.76347777777778,4.80745975,240.37298749999997,0.10683243888888887,29.0,203.9735418608769,232.9735418608769,29.0,0.0,0.0
15/02/2015 11:00:00,1423994400000,2015-02-15 11:00:00,18.20882677777778,18.26579311111111,21.248733116666664,16.972724933333332,446.13185833333335,390.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,37.0,18.26579311111111,0,0,6.27,76.0,89.0,11.622087966666667,8.263014444444444,4.276008183333332,213.80040916666658,0.09502240407407404,29.0,305.45574340033505,334.45574340033505,29.0,0.0,0.0
15/02/2015 12:00:00,1423998000000,2015-02-15 12:00:00,18.341434000000003,18.4,20.927696116666667,16.97740155555556,442.71551666666664,390.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,37.06231138888889,15.43379222222222,0,0,6.55,68.0,90.0,21.843799233333332,14.033254444444445,3.9502945611111073,197.51472805555537,0.08778432358024683,29.0,368.65526703395386,397.65526703395386,29.0,0.0,0.0
15/02/2015 13:00:00,1424001600000,2015-02-15 13:00:00,18.346309555555553,18.338497599999997,20.67353706388889,16.94,452.995775,390.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,37.19366222222222,17.19434471111111,0,0,6.94,63.0,84.0,2.4596829666666666,4.0,3.733537063888889,186.67685319444445,0.08296749030864198,29.0,480.27797570573796,509.27797570573796,29.0,0.0,0.0
15/02/2015 14:00:00,1424005200000,2015-02-15 14:00:00,18.219201555555554,18.272615599999998,21.337824466666667,16.977400000000003,456.5988722222222,390.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,37.98753861111111,18.272615599999998,0,0,6.84,75.0,91.0,0.8580449666666666,4.0,4.3604244666666645,218.02122333333324,0.09689832148148143,29.0,335.0347508016531,364.0347508016531,29.0,0.0,0.0
15/02/2015 15:00:00,1424008800000,2015-02-15 15:00:00,18.027415555555557,18.06409017777778,21.422643505555556,16.855446311111113,421.4366611111111,390.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,38.523923333333336,18.06409017777778,0,0,6.73,85.0,94.0,0.0,4.0,4.567197194444443,228.35985972222215,0.10149327098765429,29.0,215.80862816981997,244.80862816981997,29.0,0.0,0.0
15/02/2015 16:00:00,1424012400000,2015-02-15 16:00:00,17.82162266666667,17.92,21.925219994444447,16.78,398.26005555555554,390.0,0.0,0.0,0.0,0.0,13.0,15.832206666666666,0.0,0.0,0.0,0.0,39.259009166666665,17.92,0,0,6.2,88.0,97.0,0.0,4.0,5.145219994444446,257.2609997222223,0.11433822209876547,28.832206666666664,99.20035037745303,128.0325570441197,28.832206666666664,0.0,0.0
15/02/2015 17:00:00,1424016000000,2015-02-15 17:00:00,17.558793111111108,17.629648844444446,22.340377066666665,16.685596583333336,404.3035138888889,390.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,40.0,17.629648844444446,0,0,5.73,91.0,98.0,0.0,2.808340000000001,5.6547804833333295,282.73902416666647,0.12566178851851842,29.0,26.43706360144061,55.43706360144061,29.0,0.0,0.0
15/02/2015 18:00:00,1424019600000,2015-02-15 18:00:00,17.31900288888889,17.23825688888889,22.921313027777778,16.52824431111111,413.8628361111111,390.0,0.0,0.0,0.0,0.0,13.0,15.832134722222222,0.0,0.0,0.0,0.0,40.11838083333333,17.23825688888889,0,0,5.04,89.0,99.0,0.0,0.0,6.393068716666669,319.65343583333345,0.14206819370370374,28.83213472222222,0.0,28.83213472222222,28.83213472222222,0.0,0.0
15/02/2015 19:00:00,1424023200000,2015-02-15 19:00:00,17.08956466666667,17.032932666666667,23.086054316666665,16.34847853333333,421.9667166666667,390.0,0.0,0.0,0.0,0.0,13.0,15.867584722222222,0.0,0.0,0.0,0.0,40.83530388888889,17.032932666666667,0,0,4.96,93.0,98.0,0.0,2.158523333333335,6.737575783333334,336.8787891666667,0.1497239062962963,28.867584722222222,0.0,28.867584722222222,28.867584722222222,0.0,0.0
15/02/2015 20:00:00,1424026800000,2015-02-15 20:00:00,17.021185166666665,16.84999297777778,23.512770444444445,16.31,420.0,390.0,0.0,0.0,0.0,0.0,13.0,15.79678111111111,0.0,0.0,0.0,0.0,40.18656138888889,16.84999297777778,0,0,4.2,93.0,97.0,0.0,4.0,7.202770444444447,360.1385222222223,0.16006156543209882,28.79678111111111,0.0,28.79678111111111,28.79678111111111,0.0,0.0
15/02/2015 21:00:00,1424030400000,2015-02-15 21:00:00,17.002492999999998,16.815144133333334,23.348459341666665,16.30801125,418.5669805555556,390.0,0.0,0.0,0.0,0.0,13.0,15.664335277777777,0.0,0.0,0.0,0.0,40.02492,16.815144133333334,0,0,3.8,91.0,99.0,0.0,4.0,7.040448091666665,352.02240458333324,0.156454402037037,28.664335277777777,0.0,28.664335277777777,28.664335277777777,0.0,0.0
